recipe_name,niacin,vitaminB6,vitaminC,sodium,carbohydrates,sugars,calories,thiamin,caloriesFromFat,folate,calcium,fiber,fat,iron,cholesterol,protein,vitaminA,potassium,saturatedFat,magnesium,apple,avocado,bacon,basil,bay lea,beans,beef,bell pepper,black pepper,bouillon,bread,bread crumbs,broccoli,broth,butter,carrot,cayenne pepper,celery,cheese,chicken,chile peppers,chili powder,cilantro,corn,cream,cucumber,cumin,dressing,egg,flour,garlic,ginger,ham,honey,lemon,lettuce,lime,mayonnaise,milk,mushroom,mustard,noodles,oil,olives,onion,oregano,paprika,parsley,pasta,peas,pork ,potatoe,red pepper,rice,roast,rosemary,sage,salsa,salt,salt and ground black pepper,sauce,spinach,stock,sugar,thyme,tomato,vinegar,water,wine,zucchini,category
Chili Dog Casserole II,6.953525,0.191828,1.428,1322.524,39.354,2.6348,491.442,0.329406,258.8519,85.862,226.366,5.313,28.76132,5.327,61.544,19.67252,507.528,462.63,12.79156,63.084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Chilled Vegetable Salad,0.9893726,0.2407867,26.51155,203.3323,7.475127,2.651393,113.3907,0.08958775,83.79825,33.4235,30.73686,2.251292,9.310917,0.7416384,0.0,1.651426,562.3099,370.0593,1.304443,24.74809,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,Vegetable Salads
Chinese Pork Tenderloin,16.47043,1.016276,0.2624347,373.4607,4.983473,2.685301,221.7333,1.269936,49.20778,2.881719,14.77705,0.2529455,5.467531,1.840624,98.46667,35.81406,1.651451,593.7584,1.725251,43.02559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Roasts
Chinese Pot Roast,9.269184,0.5280572,0.3878698,2809.821,17.96581,12.16287,432.2119,0.1197551,179.7826,13.21985,41.92492,0.7038926,19.97584,6.131109,140.4853,43.65397,4.068111,453.9529,7.115173,51.10325,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Roasts
Chinese Roast Pork,8.692617,0.37672,0.5204468,1309.506,15.13157,10.74979,351.4263,0.4705482,195.4802,6.821222,36.95153,0.2302778,21.72003,1.535978,81.94333,22.33118,8.269894,352.0975,8.065846,27.44043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Roasts
"Chipotle, Beer, and Lime Roasted Pork Tenderloin",8.190888,0.4285867,8.229445,87.90089,6.090856,0.5021611,186.2997,0.6798667,60.05985,9.542222,19.56472,0.9123334,6.673316,1.220006,63.13667,21.05217,16.88445,361.3297,1.822797,29.95278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roasts
Chop Chop Salad,0.7359692,0.1075925,68.34,4.655,10.16173,5.118592,42.31083,0.04256417,2.016,24.13,25.5625,2.487333,0.224,0.5054917,0.0,1.219475,960.135,255.9775,0.037975,16.37333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vegetable Salads
Chopped Brussels Sprout Salad,2.46556,0.2786981,58.39637,258.6835,22.15767,10.81812,230.4074,0.2509016,133.1911,62.00848,50.83593,4.912824,14.79901,2.25325,0.0,5.96177,700.8312,430.1928,1.643006,80.783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Christina's Salad,1.369657,0.1209641,23.45145,69.01903,22.59814,19.56019,282.4848,0.09454333,188.3051,78.49557,103.1807,2.064532,20.92278,1.803635,5.603076,3.753002,3483.257,291.5594,3.757282,50.13096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Vegetable Salads
Christine's Bacon and Brussels Sprout Cranberry Salad,5.006514,0.3279806,97.2685,631.4013,27.86344,14.82428,282.1787,0.3030269,140.4529,71.84438,65.90937,6.177625,15.60588,2.131413,20.35,11.99586,1018.959,607.8706,3.347349,49.54875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Vegetable Salads
Christmas Eve Manicotti,9.622275,0.3060351,6.469687,886.4467,42.12027,10.10004,505.079,0.3839189,237.3422,154.2849,495.6006,3.745188,26.37136,3.972714,203.1334,25.08897,5573.272,633.4199,13.69728,75.48038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Casseroles
Christmas Red and Green Salad,0.8026021,0.067081,4.96794,503.1444,22.78778,6.477168,169.9125,0.1000725,64.31521,37.1829,30.62438,4.982352,7.146134,1.231479,8.244001,5.027249,219.0067,156.7436,0.9382918,14.0325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Christmas Seafood Casserole,8.80674,0.2576942,6.375489,939.9715,23.718,9.834403,452.7846,0.2207374,213.4068,75.06644,462.8996,1.74079,23.71186,2.58481,161.9553,35.4581,1216.759,789.6001,14.51338,65.41313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Cinderella Pumpkin Bowl with Vegetables and Sausage,6.015013,0.5535973,96.64731,895.6013,65.82777,12.36146,416.86,0.4794817,116.8532,212.59,169.9614,7.712303,12.98369,5.45054,28.66733,13.7003,26491.45,1692.92,5.778385,85.18021,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Casseroles
Citrus Pork Tenderloin,8.02078,0.4199046,34.81062,46.59764,9.428156,0.3199138,186.2427,0.7228953,39.09825,24.35015,34.15913,1.577,4.34425,1.151918,63.215,21.15244,230.9275,450.1832,1.516809,34.37341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Roasts
Classic Hamburger Pie,7.432028,0.5668469,32.99966,522.6345,31.50527,5.600633,285.3767,0.1778484,94.47301,48.77281,117.2499,4.730641,10.497,3.061458,67.36188,16.57244,475.6625,849.0037,4.670923,55.05294,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Classy Green Bean Casserole,1.115374,0.003732667,4.338064,1417.304,20.53594,4.964968,210.9495,0.01311742,113.9971,2.705167,73.7882,2.140047,12.66635,1.732559,13.52167,3.894493,707.3387,46.20958,5.095516,3.521833,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Classy Ham Casserole,8.907334,0.3125458,10.89617,681.136,37.9163,3.120829,491.1517,0.6641817,256.9862,127.7908,307.9839,2.586704,28.55403,2.94656,57.025,20.6196,698.85,303.556,11.2301,44.1695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Casseroles
Club Chicken Casserole,6.024563,0.2360734,11.49401,616.5588,23.42604,0.9309048,266.2626,0.1810818,124.9529,47.56923,67.9161,0.9382321,13.88366,1.550925,56.96823,11.51412,580.3849,200.5025,7.85208,22.60724,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Cocoa Cherry Pork,13.65714,0.8780639,3.043587,134.5824,15.36909,0.04843167,240.4682,1.046706,57.92529,2.015882,21.03378,1.292087,6.436143,2.280304,81.88167,29.95029,288.6151,559.3883,1.929496,45.41589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Roasts
Cola Easter Ham,26.54864,1.178871,4.807408,3884.201,58.40165,50.28972,691.0533,2.699122,228.6954,10.07917,54.4425,0.4199437,25.4106,3.187773,160.4133,55.429,1.686667,975.825,8.177271,60.19667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Roasts
Cola Pot Roast I,6.224754,0.2762775,5.943062,1166.101,12.16887,6.226866,324.2285,0.0942325,188.9325,15.71195,46.48118,1.161843,20.9925,3.24518,77.35,21.14949,138.5175,382.6495,7.422017,26.87285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Roasts
Cola Pot Roast II,13.00458,0.6057226,2.590738,735.796,12.71246,6.271516,423.4662,0.2003941,209.3094,23.81494,45.3123,1.207388,23.2566,4.751999,121.0825,38.76915,4589.415,646.6467,8.856215,46.38226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roasts
Coleslaw with Hot Caraway Vinaigrette,1.105077,0.20839,42.59275,41.90705,10.82089,5.076524,194.6274,0.0827988,152.2262,35.0602,64.61113,3.69784,16.91402,1.129002,0.0,2.133598,5611.049,317.4038,2.301821,23.6148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Confetti Coleslaw,0.5034763,0.1165449,34.75101,65.601,10.50943,8.240581,72.87691,0.04008471,31.77085,23.42138,25.17066,1.617868,3.530094,0.4721652,0.0,0.8585618,2327.567,156.8191,0.5544998,9.537819,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Copper Penny,3.108904,0.39114,64.0556,471.238,55.52087,41.1221,351.1492,0.24748,131.8068,51.264,77.54468,6.218234,14.6452,1.544587,0.0,3.19116,30801.07,804.3234,1.979632,30.912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Corn Casserole,1.978213,0.1215069,6.571709,1188.966,45.79709,7.330062,469.2916,0.04297117,276.4476,81.3814,98.21637,1.893371,30.7164,1.633257,53.97486,7.010177,1266.89,224.3846,5.650042,25.42992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Corned Beef and Cabbage Casserole,9.147874,0.3470776,44.47066,1705.102,17.93673,8.987724,548.1907,0.181199,331.4396,81.46208,189.405,3.3625,36.82662,3.316686,151.9026,36.25423,860.9671,535.4089,19.59289,44.3625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Cornflake Chicken Casserole,7.245331,0.4902415,3.19905,674.309,16.71046,2.64661,301.7455,0.1371557,187.2135,46.10025,26.72425,1.25974,20.8015,3.4704,45.20275,12.4887,486.904,195.113,5.411529,15.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Country Pasta with Mozzarella,8.193748,0.2090938,29.83098,609.2166,30.83444,2.192772,443.6206,0.1678263,244.049,100.1567,254.5716,2.141552,27.11656,1.83413,57.81334,19.82297,689.9604,291.3567,11.28769,38.477,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasta
Couscous Royale,22.61093,1.097436,61.02613,599.8925,80.36729,11.64957,933.6293,0.3683638,351.244,130.1561,185.4582,10.83668,39.02711,6.966216,168.9789,62.18355,4846.656,1319.677,11.06251,124.7915,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,Pasta
Cousin David's Slow Cooker Brisket,8.281405,0.412727,3.642912,923.2184,9.362095,2.415087,605.9335,0.1088696,419.2815,10.01203,30.77943,0.7651097,46.58683,3.582829,138.18,35.64689,0.0,414.2732,18.23104,29.0317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roasts
Cowboy Skillet Casserole,7.115364,0.3289638,51.35978,1011.937,45.99197,12.53783,390.6399,0.1663487,127.8559,57.90411,146.6904,4.057167,14.20621,3.521735,79.09084,21.15413,1456.143,441.1323,4.799664,37.38871,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Cranberry Apple Casserole,0.7450605,0.04071375,1.938125,94.5425,64.89056,34.56727,319.7578,0.1296359,62.12107,5.76875,26.09781,2.837687,6.902341,1.082291,15.25156,2.26014,210.4616,122.7897,3.834653,25.49156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Casseroles
Creamed Chicken and Biscuits!,16.7169,0.5812342,14.9455,1376.107,42.45342,5.349716,654.2908,0.1030892,319.3445,15.8125,227.43,1.5165,35.48272,1.9993,115.0225,39.42712,1047.677,393.1617,15.20617,37.46167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Creamy Asparagus and Peas Pasta,7.718451,0.2613862,15.61662,435.1606,54.57378,5.124539,423.1696,0.8086979,126.1201,200.6983,225.3147,6.754809,14.01334,4.926157,91.14333,20.80149,1672.727,470.7271,6.974531,68.83087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pasta
Creamy Butternut Squash Casserole,8.785157,0.6303523,64.62789,713.7776,41.82278,8.637002,512.4356,0.3608879,270.5765,112.682,670.0989,6.455344,30.06405,3.277965,193.995,24.19849,31034.11,1240.938,14.09382,126.9216,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Creamy Cauliflower Egg Salad,2.436232,0.3686334,67.33958,460.1002,15.40649,10.24001,236.2415,0.1167875,147.543,106.7208,71.48815,3.944723,16.39367,1.203331,158.8833,7.543167,435.2,545.9207,3.702471,29.10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Creamy Cauliflower Salad,2.037086,0.4700323,47.99197,414.8512,18.49287,14.16719,407.9706,0.07342924,310.9833,70.68143,78.49699,2.542449,34.5537,0.8966548,128.4682,8.4187,397.0724,362.8048,6.656982,20.36728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Vegetable Salads
Creamy Chicken Stuffing Bake,10.63019,0.2185391,0.08799702,1561.599,29.06391,3.77808,415.2203,0.2167365,212.1317,51.39915,54.00997,0.9066667,23.57019,2.64605,46.15839,20.82596,781.3892,232.7123,4.804391,28.89371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Creamy Chicken and Noodles,24.07227,0.6628358,1.718825,911.1722,60.00909,3.81632,829.2842,0.5384203,385.3913,186.5326,183.4521,2.593628,42.82126,4.81819,225.4446,48.84171,949.4063,550.2318,18.895,84.21074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pasta
Creamy Chicken and Rice,21.05415,0.5404233,1.023116,1796.434,59.86398,10.24053,973.4229,0.3227245,506.3673,87.53015,556.64,1.04243,56.26303,3.577734,215.039,55.05169,1973.203,700.0721,31.79555,60.35596,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Creamy Chicken on Linguine,13.01525,0.315199,2.819375,383.3574,45.37593,3.835086,522.9996,0.058455,223.0314,124.231,192.8226,2.336625,24.78127,2.407049,114.9099,30.41399,809.1578,335.8204,13.42867,52.98325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pasta
Creamy Cordon Bleu Bake,24.51154,0.8207688,1.5686,1477.084,18.60243,1.379978,437.8893,0.4170445,177.8809,25.05,271.2072,0.6553,19.76455,2.67129,126.4878,44.07502,496.0927,536.0522,8.300706,57.00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Creamy Dreamy Chicken and Spirals Casserole,7.938896,0.1729569,0.118,670.0137,17.54425,3.242781,510.1388,0.07695514,326.5868,21.08599,417.9511,0.6446016,36.28742,1.357587,124.8528,26.86713,1145.474,233.2146,21.45045,29.87367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Casseroles
"Creamy Fettuccine with Asparagus, Peas, and Prosciutto",8.529734,0.3101555,13.96462,854.1724,53.02821,13.67624,555.7315,0.3820231,239.4867,165.6757,529.7093,5.325981,26.60963,4.229536,75.42751,27.9708,2389.065,607.4587,15.38915,72.03738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Pasta
Creamy Jambalaya Pasta,6.798067,0.3165863,2.738193,817.5875,34.38465,4.949243,368.3633,0.4738286,152.6636,28.06321,73.91328,5.478479,16.96262,2.274089,36.16,17.87595,377.8059,311.4358,6.644307,69.99789,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Pasta
Creamy Linguine with Clam Sauce,9.154056,0.1811729,16.7162,1230.494,51.4331,6.025161,726.6883,0.1131115,404.5127,133.7026,88.99278,2.1151,44.94585,21.26799,108.4336,31.30826,622.9904,571.1689,17.43859,41.10308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Pasta
Creamy Meatball Sub Casserole,10.24314,0.2483711,2.124077,922.2537,42.58937,7.346948,452.2421,0.3229592,201.6765,127.7496,248.5745,3.480983,22.4085,3.289738,61.03917,19.37079,713.379,402.975,9.797095,42.6296,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Casseroles
Creamy Mushroom Pasta,4.399318,0.1248374,1.250034,581.6786,45.47199,2.486004,326.2582,0.02275563,96.06131,119.1605,89.48339,2.416642,10.67348,2.173929,16.57969,10.10767,250.0148,210.9874,4.936994,35.64285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Pasta
Creamy Pasta with Zucchini,6.507176,0.3712141,22.376,425.745,48.70466,5.642387,455.3145,0.1078899,188.7185,155.1899,363.9366,3.283921,20.96872,2.45768,48.08119,20.24734,896.1546,505.0343,10.86117,61.74928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pasta
